,1975
de,14.0
y,12.0
en,7.0
me,7.0
mi,7.0
la,6.0
con,6.0
el,6.0
Grease,6.0
los,6.0
un,6.0
a,5.0
recuerdo,5.0
,4.0
canciones,4.0
era,4.0
que,4.0
cuando,3.0
varias,3.0
esas,2.0
por,2.0
mucho,2.0
se,2.0
A,2.0
gustó,2.0
Recuerdo,2.0
para,2.0
ver,2.0
las,2.0
coche,2.0
una,2.0
mis,2.0
madre,2.0
voy,1.0
niños,1.0
acuerdo,1.0
poner,1.0
menos,1.0
imitar,1.0
4,1.0
cole,1.0
hasta,1.0
mayor,1.0
hacerlo,1.0
canciones.,1.0
pequeña.,1.0
regaló,1.0
intentando,1.0
discoteca,1.0
Penelope,1.0
asociada,1.0
coreografía.,1.0
situada,1.0
entrando,1.0
"derecha,",1.0
lejos,1.0
DJ.,1.0
domingos,1.0
"mañaneros,",1.0
cd,1.0
"tenía,",1.0
le,1.0
novia,1.0
entre,1.0
pequeña,1.0
).,1.0
:´(,1.0
pero,1.0
recuerdan,1.0
recuerda,1.0
coche.,1.0
Cuando,1.0
Mi,1.0
no,1.0
más,1.0
hermana,1.0
"mucho,",1.0
eran,1.0
unos,1.0
yo,1.0
estar,1.0
cantando,1.0
cuenta,1.0
volver,1.0
Alguna,1.0
ni,1.0
si,1.0
son,1.0
visto,1.0
Bailar,1.0
estas,1.0
"otras,",1.0
Cantaba,1.0
suelo,1.0
Sergio,1.0
"casa,",1.0
quienes,1.0
quien,1.0
cumpleaños.,1.0
Bonnie,1.0
M,1.0
descubrí,1.0
"Turisas,",1.0
montón,1.0
metí,1.0
mp3.,1.0
primo,1.0
chaval,1.0
(nos,1.0
llevamos,1.0
20,1.0
tacos),1.0
haberle,1.0
"flipar,",1.0
disfrazarse,1.0
carnavales,1.0
Travolta,1.0
haha,1.0
poster,1.0
COVID,1.0
acaba,1.0
(a,1.0
cumpleaños,1.0
peliculones,1.0
extraordinariamente,1.0
Tengo,1.0
vasos.,1.0
viajo,1.0
Dalma,1.0
Daddy,1.0
Cool,1.0
hicimos,1.0
funcion,1.0
grease,1.0
"ensayos,",1.0
perdidamente,1.0
"adolescentes,",1.0
pavo,1.0
"tremendo,",1.0
Cantando,1.0
poder,1.0
vamos,1.0
platos,1.0
ponen,1.0
les,1.0
gustan,1.0
sobre,1.0
italianas,1.0
"cumpleaños,",1.0
tendría,1.0
9-10,1.0
celebró,1.0
colores,1.0
"(amarillo,",1.0
"naranja,",1.0
rojo),1.0
Siempre,1.0
"amigas,",1.0
familia,1.0
canción,1.0
flipaba,1.0
otros,1.0
karaoke,1.0
donde,1.0
Muchas,1.0
padres,1.0
ya,1.0
esa,1.0
"madre,",1.0
solía,1.0
todo,1.0
lo,1.0
al,1.0
pequeño,1.0
cantar,1.0
años,1.0
casa,1.0
del,1.0
o,1.0
