,1980
de,18.0
en,15.0
la,14.0
el,14.0
que,14.0
y,12.0
con,9.0
a,9.0
las,9.0
mi,8.0
me,5.0
recuerdo,5.0
del,4.0
canción,4.0
era,4.0
un,4.0
coche,3.0
cuando,3.0
escuchar,3.0
muy,3.0
se,3.0
,3.0
canciones,3.0
mis,3.0
madre,2.0
pero,2.0
Algunas,2.0
como,2.0
colegio,2.0
música,2.0
una,2.0
bien.,2.0
otro,2.0
Thriller,2.0
Había,2.0
baile,2.0
o,2.0
Escuchar,2.0
casa,2.0
también,2.0
estaba,2.0
escuchando,2.0
bailaba,2.0
Mecano,2.0
Cantar,1.0
Con,1.0
adolescente,1.0
primer,1.0
niño,1.0
De,1.0
metió,1.0
primera,1.0
juntos.,1.0
ella,1.0
"hermanas,",1.0
reconocido,1.0
haya,1.0
Ir,1.0
dije,1.0
Asociar,1.0
cantante,1.0
clases,1.0
"asistía,",1.0
aunque,1.0
exacta.,1.0
casa.,1.0
contaba,1.0
"""la",1.0
FM.,1.0
jugar,1.0
algún,1.0
así,1.0
desde,1.0
otra,1.0
todos,1.0
vez,1.0
"coche,",1.0
amigos,1.0
fue,1.0
sin,1.0
FM,1.0
tenían,1.0
día,1.0
e,1.0
salón,1.0
El,1.0
8,1.0
KISS,1.0
porque,1.0
Kiss,1.0
bailar,1.0
estabamos,1.0
trabajo,1.0
tanto,1.0
año,1.0
había,1.0
bailarlas,1.0
"canción""",1.0
oirme.,1.0
"padre,",1.0
"hombre""",1.0
Michael,1.0
murió,1.0
fiestas.,1.0
tocar,1.0
ido,1.0
unión,1.0
"""Lobo",1.0
"hermano,",1.0
terraza,1.0
rato.,1.0
ponían,1.0
"canciones,",1.0
KissFM,1.0
Así,1.0
Jackson,1.0
"fan,",1.0
bailaron,1.0
thriller,1.0
pasarselo,1.0
parecia,1.0
caóticamente,1.0
coreo,1.0
puse.,1.0
"patio,",1.0
pedían,1.0
salón.,1.0
niñxs,1.0
monitora,1.0
trabajando,1.0
garito.,1.0
puesto,1.0
momentos,1.0
través,1.0
conozco,1.0
"repite,",1.0
intentar,1.0
contentos,1.0
eran,1.0
conseguir,1.0
"ruido,",1.0
encima,1.0
gritar,1.0
ensordecedor,1.0
respuesta,1.0
volumen,1.0
padres.,1.0
union,1.0
concierto,1.0
tía.,1.0
TV,1.0
pleno,1.0
pulmón,1.0
Sing,1.0
Star,1.0
especialmente,1.0
aprendiendome,1.0
acrosport,1.0
"radiocassette,",1.0
gustaban,1.0
movidas,1.0
divertidas.,1.0
mp3,1.0
tuve,1.0
(no,1.0
descargada,1.0
emule,1.0
imagínate),1.0
yo,1.0
todas,1.0
pequeña,1.0
"pequeño,",1.0
coche.,1.0
Cuando,1.0
he,1.0
ir,1.0
radio,1.0
escuchado,1.0
Me,1.0
otras,1.0
recuerdan,1.0
verano,1.0
ellas,1.0
iba,1.0
Mi,1.0
no,1.0
más,1.0
"mucho,",1.0
recuerda,1.0
hermana,1.0
para,1.0
al,1.0
pueblo,1.0
han,1.0
viaje,1.0
por,1.0
Recuerdo,1.0
lo,1.0
todo,1.0
solía,1.0
"madre,",1.0
esas,1.0
fiestas,1.0
